mod_5_0.002,mod_5_0.0045000000000000005,mod_5_0.007,mod_5_0.0095,mod_5_0.012,mod_6_0.002,mod_6_0.0045000000000000005,mod_6_0.007,mod_6_0.0095,mod_6_0.012,mod_7_0.002,mod_7_0.0045000000000000005,mod_7_0.007,mod_7_0.0095,mod_7_0.012,mod_8_0.002,mod_8_0.0045000000000000005,mod_8_0.007,mod_8_0.0095,mod_8_0.012,mod_9_0.002,mod_9_0.0045000000000000005,mod_9_0.007,mod_9_0.0095,mod_9_0.012,mod_10_0.002,mod_10_0.0045000000000000005,mod_10_0.007,mod_10_0.0095,mod_10_0.012,mod_11_0.002,mod_11_0.0045000000000000005,mod_11_0.007,mod_11_0.0095,mod_11_0.012,mod_12_0.002,mod_12_0.0045000000000000005,mod_12_0.007,mod_12_0.0095,mod_12_0.012,mod_13_0.002,mod_13_0.0045000000000000005,mod_13_0.007,mod_13_0.0095,mod_13_0.012,mod_14_0.002,mod_14_0.0045000000000000005,mod_14_0.007,mod_14_0.0095,mod_14_0.012,mod_15_0.002,mod_15_0.0045000000000000005,mod_15_0.007,mod_15_0.0095,mod_15_0.012,mod_16_0.002,mod_16_0.0045000000000000005,mod_16_0.007,mod_16_0.0095,mod_16_0.012,mod_17_0.002,mod_17_0.0045000000000000005,mod_17_0.007,mod_17_0.0095,mod_17_0.012,mod_18_0.002,mod_18_0.0045000000000000005,mod_18_0.007,mod_18_0.0095,mod_18_0.012,mod_19_0.002,mod_19_0.0045000000000000005,mod_19_0.007,mod_19_0.0095,mod_19_0.012
-928.5749877896905,-1006.4702950369414,-997.6800007646654,-1059.6910151966733,-949.277669595799,-954.3046860857453,-1006.5104270464589,-1048.081456272602,-913.7927346790542,-808.7045705478245,-991.0362949047685,-1071.371256004645,-984.9966216216911,-915.7173150053276,-824.3105888000686,-982.7546468269186,-997.5656145061391,-1059.392171802674,-906.2414723590856,-744.767358597528,-991.7206855882381,-1007.9777714869973,-1005.6751310276538,-795.4527126067779,-793.5787976954708,-1000.988692522191,-1039.4467350624757,-908.313876198356,-813.6867356081364,-597.4152394654878,-926.0148396262462,-986.8134719680526,-891.2340421842805,-659.6128289384304,-627.9695427437516,-919.0965515992654,-826.9122495050398,-820.0688955716369,-712.7264970444198,-582.4912417548462,-1046.7550368788116,-1049.4932547112815,-757.160997545316,-649.2275552778437,-684.2854794379344,-1057.417851940341,-977.0028644622942,-795.8825766661932,-620.1503604397586,-542.29492748643,-1142.4727504917696,-844.5327736966999,-678.0724520655893,-595.1424518184878,-506.57369358831966,-1055.3441342818103,-933.1103551968015,-727.4008959868933,-494.39754577202797,-554.619419869524,-1081.7373671597718,-863.1800181985769,-680.0494760808325,-562.5337165651118,-510.37738366615235,-1042.5929804495324,-914.7231827740538,-668.9530608273448,-550.8158590309231,-422.4658003787502,-981.2152326380028,-878.1557329577962,-728.1981572962843,-524.5605854309321,-413.2901777842827
-1042.0346707207098,-1027.9825892018152,-969.4156280236234,-996.744541734588,-882.1174451377635,-1062.8345339981915,-1013.1648004347762,-989.4777344084238,-849.4590652088453,-740.54731784458,-1083.0494109589652,-1050.8871134371943,-919.4463761549757,-841.4140729148114,-750.6016691876645,-1055.9887744652185,-955.7224919613178,-982.7506198576418,-822.5083100029663,-675.5547445344923,-1057.9256369333284,-962.8991371806294,-932.1940845416115,-723.6387377889395,-714.6571051102652,-1041.9832311563662,-981.408629729059,-834.7923819220097,-735.1157648135423,-543.1948498661286,-951.7800011961231,-923.0970217881485,-810.5141136215477,-598.0307966180046,-566.1653184137275,-937.2523318344045,-768.5110377621459,-743.7922701953355,-642.3556622530592,-524.5726736902454,-1056.136636804053,-974.3090080732709,-686.2441339573834,-585.8893432542327,-610.6445591797923,-1058.4166689921137,-903.741873403698,-720.2931256066862,-558.9516724702955,-490.4923127872564,-1132.7496430211993,-779.0922710615955,-614.2272549770112,-535.5288937200792,-456.7025471899745,-1034.791061591771,-859.6096458828857,-652.783125007192,-448.39698324272837,-497.82524181542044,-1048.4546170248427,-785.2780555387442,-613.1945239384328,-509.2648627028732,-463.1204830194767,-1031.4545572925608,-827.9712816293319,-604.3177898073303,-497.00623737494686,-383.61743179174454,-953.6766788083628,-800.8269900024395,-653.0363576523484,-473.2021904005544,-374.16750739886794
-1052.6906995598245,-975.2068358801462,-905.0615563584989,-909.1435046232829,-798.5397187669367,-1068.3320217285022,-954.6399393318217,-911.8544056722841,-771.8202881450269,-667.7735340923933,-1076.683696629866,-982.7988696658318,-841.7696831833143,-759.2190771371316,-669.2276773095729,-1040.778901724283,-890.1420304319781,-886.2344036247986,-735.6974864604123,-610.7046325930603,-1035.2925539380149,-887.9286339565627,-843.1732722831315,-644.3567368969989,-642.9115631896201,-1001.7037160704848,-898.7631070289877,-751.472369352075,-664.4625052004974,-484.7129571565435,-906.5281474465309,-843.1282436760821,-725.327141756893,-539.1015980846568,-501.3516553862609,-886.431475678717,-701.1007552469445,-662.6924585826972,-576.5653563694689,-468.4169337644332,-995.8266804608728,-880.9550802973056,-617.2292416152076,-522.6616434513408,-545.0571567103364,-995.7887261394777,-816.7632082974919,-644.0229518005266,-494.595225338596,-438.2822822927546,-1063.170904822384,-702.7556638390652,-553.7831584905767,-478.3056868149493,-405.455011609699,-967.9734625688147,-774.618837122624,-586.1750181389584,-404.3919014667742,-438.73496770737387,-978.2686445718597,-702.9716073242868,-548.7777347031173,-456.96400844388995,-417.635744608656,-961.4259136158112,-738.6909402314021,-537.7249319213795,-444.72891644481405,-342.4014987521085,-883.8529621090138,-713.1010260518839,-579.2816912840005,-419.07284935034033,-332.84822517607495
-1002.3303194567281,-898.0800703692066,-820.0779015102656,-816.6423253630998,-710.7549929598064,-1009.8985968348371,-874.6033330379425,-822.4515432055216,-688.4051109919251,-602.1371139542224,-1008.6438007561981,-894.4078146223343,-755.7335837323965,-670.3239704530447,-592.5792722005444,-966.8663166163797,-806.7153227996602,-791.775001918158,-643.133715076395,-544.7217660476134,-957.2447199358618,-800.9048142491574,-747.8219664239907,-572.3309954104752,-567.6615690558224,-923.001595468836,-808.6525960742003,-660.5222307886714,-594.1716753516795,-432.7548115153705,-835.2548163856496,-756.7705223308589,-632.2061993737913,-475.661160874614,-446.8869817811056,-817.1308197129382,-626.7453983546103,-580.8281541066151,-504.1338913374794,-417.753058585392,-914.0497265327747,-786.0933914832001,-554.3107330465772,-458.3464850000138,-480.94140112517863,-910.9115047936864,-724.9280920240046,-575.7341052642245,-440.0932627628365,-387.33335679216634,-969.1911209601755,-619.3842617437183,-488.25366164258514,-427.18440924171585,-361.171690593628,-880.4565617891435,-687.2418600502348,-516.3051947484934,-355.2248487464674,-391.552936835263,-888.0355908568556,-613.2764412104364,-475.8471875503529,-401.0523032644512,-366.22520408974424,-868.5477350116611,-640.0208869870154,-476.2814958631694,-389.4848622204557,-308.454250034683,-797.8426527605695,-637.6754571883133,-505.8553559192147,-374.83046098139,-299.88594882449104
-915.8503368356885,-805.0836586986532,-729.8815064931144,-717.2464831520535,-622.9500388501494,-918.8862128606037,-781.9265866626806,-724.4497972499349,-604.6002066023342,-536.1479831602957,-913.3940290471387,-797.1150638449063,-662.9811145821013,-589.826722556504,-522.5794363219701,-872.2547692492958,-715.4400752337613,-688.0052261960839,-568.5873536977816,-476.1147132747213,-864.3069921353864,-710.0564720804643,-661.4789102975272,-503.077142745142,-497.2169388344088,-830.085548930742,-712.6771594576609,-588.6577644215058,-514.0400852363022,-380.73761909714,-749.6226515015467,-658.1130480915999,-563.287786033327,-421.0008284520479,-387.1408294311156,-732.1861769418954,-554.4788315543104,-514.6614542327761,-446.6307442374479,-364.7087946456248,-817.9370486660868,-681.1537190992744,-476.5887011348526,-405.22566523018315,-422.7976232365983,-814.0515857282998,-637.6074975304972,-495.1210428339467,-381.37886387920935,-341.07277737107427,-865.3714792635711,-551.7004135913584,-432.2482669347327,-372.4739107424937,-313.4680155360044,-784.7256713463246,-615.2986297968409,-451.6655639934746,-317.312826504313,-341.1412080006792,-789.9721209185544,-545.9441345852896,-425.26366736865737,-356.61257518731617,-327.6383946145426,-775.1992260922094,-571.0256101514502,-417.2627691260249,-344.31085736043764,-269.8572852653791,-710.5369926868838,-559.0355801109416,-442.9503584616564,-324.8457405384076,-262.50464888661526
-818.8853052784877,-711.2049974355117,-634.5250918809095,-632.1542869468077,-548.8139020897082,-820.1882973650199,-682.9345434832129,-644.3551521860412,-535.2221434500242,-465.17424773943185,-814.5922718690276,-697.19780432038,-594.241890873388,-510.8911531256961,-453.1822765050277,-777.8160834245813,-632.2522681623886,-606.6415048807885,-477.89397069648084,-415.52243689576255,-765.8149871939373,-619.5702766999443,-576.1877536132214,-437.6427265286997,-422.58813842905363,-735.9012986079493,-627.4300512126744,-500.44052548096226,-453.0668917921677,-334.402325823392,-662.6637618684123,-591.705778683827,-476.6746192530966,-357.84685646933195,-341.7148766738658,-644.0564290139934,-491.5544561638375,-443.0351987344185,-382.06704054465,-314.9799026489158,-715.8761021735309,-606.5575739020277,-424.39873021580223,-352.78413741471735,-364.5569479528584,-710.1330060599342,-557.4946198038924,-436.4486724635547,-336.4024480875716,-299.7462980055709,-752.8699330453609,-472.8134294762059,-366.9758917749188,-322.64641437252595,-277.87107585270013,-685.6553013861018,-527.4248032971798,-382.7109030998743,-274.3734781706455,-297.9783893840659,-693.2649744287089,-461.36333968119084,-366.89652154128,-311.3816160570914,-286.6056288000309,-668.5815183455715,-485.57321838224357,-365.8394135552813,-302.05858465044906,-240.01051806047306,-610.6748236348977,-488.7100903231397,-387.5075813157261,-287.53976407863075,-232.90332708311658
-720.5628691242084,-631.5780395396853,-563.4140763518568,-533.3747014379021,-473.19501697920055,-722.7822023797521,-609.6294759899919,-550.7621469626063,-460.23144558040445,-399.11189814939024,-719.0524981602935,-619.8787108310714,-504.233822756907,-445.2266313594064,-379.4218613395093,-687.977530670517,-553.4223744662539,-507.13364619639964,-44.4860433088738,-361.4087293741872,-679.0417464894992,-541.9897740462242,-502.1029073545256,-367.73476916409487,-370.86200825404194,-652.991398460936,-536.3545222891188,-441.5726412639375,-391.41183424065906,-285.0672033315232,-588.8192489045639,-498.1445107293603,-415.5174024111886,-315.2173201530872,-294.89347487616214,-573.523552780979,-423.54522832429825,-370.15687126202664,-328.1472626265456,-275.88370165008934,-639.0802813087138,-517.485930749924,-363.597724188193,-300.9519139915857,-313.3365770871438,-634.5085839282397,-483.8807440902213,-376.8582593566571,-290.58526014313924,-259.3397829276722,-673.0995196587874,-415.98479304537125,-323.3374400794351,-282.22316424593384,-242.99447678263974,-610.1743487786556,-459.14289381331525,-335.52652063140545,-235.73679805339648,-263.22904143854504,-613.2032753558401,-403.64921987926016,-310.7616265330511,-267.7851560665067,-248.37508271085898,-594.3437954457647,-416.5293494992042,-313.51382565479685,-262.5892616557204,-209.47594438819303,-544.7305099358786,-411.9659576660858,-335.3558566979846,-251.54359778342442,-204.89080217304968
-605.5651743423608,-526.9868363267179,-478.4535861661527,-468.7790272766448,-391.3882152894649,-609.7028985490689,-508.61103076229347,-484.0061494616315,-378.12872565375073,-346.2198946367962,-606.4280038588669,-524.9020028551123,-434.4820678874172,-34.48915877640525,-31.710808774373973,-579.3977462173007,-478.3714717491482,-434.5602244422014,-34.776594363933626,-305.88416998857946,-572.6795169630925,-467.59433263181626,-420.04302858844903,-31.093165803388818,-319.54711603555165,-542.9772597275428,-469.46825754860174,-34.84250381647321,-330.5420413766754,-239.42919322297817,-491.0810245761745,-433.70565885325504,-34.4956376233849,-270.2662598849711,-252.7732638570236,-478.34784685290117,-349.10283656620373,-32.25239498197895,-284.6245648615752,-238.73913476919805,-533.2082539063191,-424.40539469046803,-304.3152502836716,-255.58488250797896,-274.65126058704766,-530.5372119646762,-403.85570346979307,-319.98220128393683,-249.59205417413187,-223.7498685677994,-564.4838564352106,-32.62386051140341,-277.46802768186626,-243.8150229580305,-212.2001464772947,-516.8096582466331,-36.491481264901545,-290.7836484673268,-204.97587091899646,-233.07666880972613,-524.3455391185751,-33.55734855317621,-268.4766287163907,-229.7995004962373,-215.47476215097612,-495.43186352257953,-36.40997117052944,-266.68353780093514,-228.94342842320452,-181.43947245647675,-461.35073244992276,-34.80510159757272,-291.36228878169106,-219.16439675490767,-179.4720330109026
-530.4044608501927,-464.30725531222424,-383.09012646822515,-31.496812820558006,-28.48444636101296,-532.6761123773019,-443.2963267444715,-402.9439876968888,-27.509080846643318,-25.242077265761065,-531.122028829632,-435.4324574685496,-372.1370260168931,-28.61202328331205,-27.33502047074831,-509.23235250369544,-388.8971563337478,-32.58640982559042,-30.000582595234548,-25.611603836677144,-503.61960426263926,-383.12230523439473,-31.347784483400996,-27.002214389906072,-274.67120922440864,-483.05288681795474,-392.22268185663677,-29.294469254111807,-28.397247554833513,-205.12647825552256,-434.5409805067098,-369.91359359176306,-29.946553260413193,-229.09465222494552,-218.0451132262143,-421.43382699553894,-25.9178839547553,-28.267633337292832,-245.49583116142608,-206.67749315431962,-467.41157718506935,-33.07105259055833,-26.457707891277295,-219.34989912246158,-241.7883557646637,-460.0810310998611,-30.976835501248956,-271.81286952852594,-216.1495415916368,-194.52841923219228,-482.57120065207323,-27.38568953583781,-235.57049487727758,-210.8761686956338,-186.73039147752405,-428.240891139532,-30.59866849982921,-252.50380923438257,-176.60756375166588,-208.3912176659471,-421.03598324180456,-29.218518090401297,-232.38802422861414,-198.89807142118391,-188.6685449771319,-411.50026536347633,-32.0904891023885,-228.59664892011833,-202.2730892020517,-157.18048446096563,-371.1434286080431,-30.553019253072492,-257.78005228031304,-192.1905154103331,-157.67225239043483
-422.7376384031827,-387.24946801550294,-331.8642069229323,-25.387202991907255,-23.873044366784995,-424.4197197897658,-374.2376021205817,-25.516054929745458,-23.061345902332345,-21.422541351984474,-425.94411592745814,-375.12383145864885,-24.682908323197374,-24.64890651032324,-23.575780783227938,-411.1763784358747,-321.8958173793317,-28.02168375167023,-26.08340162348617,-21.986152318271156,-408.5118599357317,-25.444506568467514,-27.02504267277861,-23.374754441382414,-238.8166340407544,-398.56622136627675,-26.509177768264504,-25.521618833558563,-24.572479197873033,-174.13730752395446,-361.89533382874527,-25.671170390652957,-26.18351617575176,-194.88968953169802,-191.4462140807795,-353.2989450997809,-21.78623642388686,-24.761869131050386,-213.60729514345346,-180.95763384435946,-393.7498475459621,-28.73895945236493,-23.08584844421414,-192.6143484308175,-218.8881282919482,-390.2457643764843,-27.082946676936714,-25.229187922757923,-190.71622821643433,-171.70113769006872,-411.8296658113186,-23.941543419989976,-200.90476132295717,-184.4296612375669,-166.5817100453044,-369.4769302942861,-26.856041976121123,-222.5664662483607,-152.50901922537065,-188.86693164441473,-365.7162182488729,-25.758847563687894,-202.18027198311273,-175.11833628455642,-167.51968556835806,-28.267059467138385,-28.37756523318783,-199.84487330351445,-181.88597879391176,-137.0408656680339,-26.00167304779953,-26.829568458674075,-233.70217132236675,-170.65894283927264,-139.59090962721604
-347.5814154419411,-300.4428092129747,-19.485328265438934,-21.00465401581461,-19.810779406611676,-349.2386211674471,-298.06965853455836,-21.218925336335786,-19.364220084610373,-17.85190194789541,-342.6192888559291,-22.086651079218132,-20.842339575452577,-20.794051149376003,-19.7429484537769,-320.2909080306167,-20.94692108059398,-24.103683330965914,-22.205778614226013,-18.399261925569128,-308.6646758102062,-21.66307717176561,-23.16017516386569,-19.821145556496628,-212.136428461756,-304.32880344925235,-22.83737449566999,-21.808097769430695,-20.783068691787616,-148.91192350908835,-280.28043741418304,-22.11254477626348,-22.459271255549115,-168.5682495307855,-171.93591798976598,-277.0957135260603,-18.827815949008258,-21.20732413521251,-189.12837531950535,-160.9902090481793,-312.4276091822174,-24.82698561803171,-19.738664810081293,-173.77559735295404,-203.30476908196644,-313.1046870151831,-23.439770591736135,-21.664041036286584,-172.1717722940936,-154.2709319203001,-25.566332108644595,-20.71605061006167,-174.132437769218,-164.0185833077516,-150.98212202872074,-23.644705753975355,-23.263542380783022,-200.53823075487443,-132.8319121007077,-176.8593477350775,-24.37491113321297,-22.331127637760694,-180.4021111894468,-157.2491233844077,-150.90224895811687,-24.3844070132912,-24.648341174646184,-179.0921078651235,-166.63982020266548,-120.5454988624866,-22.521747838951022,-23.212404437070756,-217.026064187686,-153.83223135456603,-124.76940890524655
-278.65171910675804,-218.42795039828172,-15.75066274808498,-16.714696148460522,-15.625817518553625,-282.49311905797606,-16.873528295055216,-17.290173125512812,-15.591725661097609,-14.2003817325384,-280.67611881569485,-18.260027722173128,-17.099055275611153,-17.034459116666667,-16.07440045443964,-265.72272112994773,-17.56908663641028,-19.98172372875356,-18.53778756162171,-14.914325435106493,-257.8874590093042,-18.120995883599083,-19.141271228474373,-16.457190227236,-193.08603212567024,-233.30247561745043,-19.25044962537756,-18.163371588276743,-17.120712849646832,-133.0487271630235,-203.5013654616414,-18.56910967763521,-18.932101607269452,-149.20246853233039,-157.80347222103865,-17.533709890564367,-15.890955300740305,-17.843278175251207,-171.16601562210337,-145.80953052408043,-20.06288853188245,-21.035912016455036,-16.464148564777876,-160.66163361938044,-192.22178441307335,-20.37206616297043,-19.77846686061456,-18.261182295601973,-158.7840252761024,-140.9396539027169,-22.063864766800712,-17.51551454753749,-154.57108445318966,-148.56766886014643,-138.82482824198937,-20.264170361550917,-19.558198040039947,-184.8720287624655,-119.42184630563193,-168.32729030090718,-21.015079827310895,-19.142234844191755,-168.15605858721534,-143.7706654913633,-137.84521566358924,-21.110008208912582,-21.093649987583415,-164.50138779745626,-155.18393651389965,-107.09674741425292,-19.494543630670467,-19.694468177014695,-205.42959751594262,-140.69316547076124,-112.61354843943624
-197.90521187488815,-12.663584604008973,-11.914607747187883,-12.581013184396442,-11.645437330525006,-204.53952453242454,-13.30121421229364,-13.324299618022655,-11.9330827725665,-10.591013011493871,-208.06634259546547,-14.68971172016777,-13.365375075522419,-13.466361007917728,-12.69789210087705,-200.83924028057632,-14.143326251670253,-16.23837247546706,-15.191127437604615,-11.563029933263968,-197.69611599416535,-14.616971776426665,-15.229967856954323,-13.312103765333124,-179.46595939889716,-180.79805465071226,-15.589439120228503,-14.653043699470746,-13.735257222815095,-121.68384698275682,-14.899942050870512,-15.130600040347089,-15.720838004048563,-135.13890463822264,-147.46995829642523,-14.838573813078623,-12.926418207137026,-14.896252879792145,-163.33496368635014,-135.62052303540847,-16.81798035129946,-17.33552354068106,-13.351631185816517,-151.5999050298111,-184.28596483429254,-17.095829313992574,-16.24174969445021,-15.084810162838005,-149.06520552762254,-130.6797921858728,-18.562725638601574,-14.49347853348081,-140.36840026165922,-137.20775176135228,-129.54406599605687,-17.07807691811815,-16.02277964905918,-175.8214668533582,-110.59152863041906,-162.00353858182012,-17.564854365117153,-16.14817301296188,-159.99189027971298,-133.55773956141036,-127.51041914550514,-17.682981700823746,-17.86853680819168,-154.08050983551533,-146.4050415526998,-96.01253034715718,-16.31871084665426,-16.447263576561873,-197.38393952034005,-131.63103823484474,-104.47477148114207
-117.97002340564151,-108.25639535437534,-8.095648284394503,-8.669863270323784,-7.849568270819982,-128.0982683625386,-9.638735874965967,-9.469936376834971,-8.486553692179491,-7.220072534230788,-135.8689354750302,-10.917730509546814,-9.726049551257116,-10.19012426022047,-9.561878938341245,-135.5205386473095,-10.668994938718287,-12.842386863648661,-12.092889421789492,-8.466261019631732,-137.41563274830486,-11.279895824199702,-11.71807608342177,-10.416433638502188,-170.84868059191933,-126.19378806416461,-12.070438101551224,-11.430251299459893,-10.546317191201503,-113.38984548827773,-107.19905620069146,-11.833886534644229,-12.72036463913214,-124.9311024635647,-139.90523199454321,-11.969663551210711,-10.053643256589362,-12.186119261642407,-158.1371104465077,-130.1414709548573,-13.605350548256524,-13.932877643074727,-10.525370216973242,-145.1444648305099,-178.553691478947,-13.768883443566754,-13.059713444300463,-12.149099055320816,-141.8757169374717,-122.63231613057457,-14.923872786358885,-11.668508310963158,-130.10537976236907,-131.77529567068567,-124.68550637122026,-13.758644038763821,-12.872065801131942,-172.2708845412093,-103.88178547875799,-157.3248605790249,-14.182811818330647,-13.403337663229893,-154.38181622002662,-125.70262661754175,-119.03554696568231,-14.420276705940445,-14.912624383067579,-146.530695568603,-139.69148479730913,-88.09687751898292,-13.250697231059316,-13.45650303016727,-191.7775810853323,-126.23004838812298,-98.20431993690461
-49.739541771817244,-72.72827757850584,-4.483040667963679,-4.945591209440245,-4.281309689559904,-63.27526528783246,-6.078201937671997,-5.785464347883589,-5.25095253204334,-4.079096115565164,-73.9017290812155,-7.206721228424594,-6.324424123519123,-7.105016472839082,-6.64480474285914,-78.97081173357624,-7.317375344045886,-9.666806172682689,-9.21489854897988,-5.538475040541427,-85.12778160731767,-8.162613479171213,-8.464357411892015,-7.693252290974203,-167.836702269759,-76.746978997717,-8.771656961946688,-8.418136457383119,-7.580410001156848,-107.2213432271124,-69.0005062589233,-8.719989304924072,-9.953814886706363,-117.82588863392381,-134.12002159807085,-80.71664056043952,-7.469132538808332,-9.64578629325976,-154.754966551942,-126.18436544163413,-104.63649180157567,-10.768537068484331,-7.979682028975558,-140.5350642971235,-174.38756025653373,-10.495991978188847,-10.156497921089697,-9.458367290711767,-136.49872754883194,-116.220780287001,-11.410828132045859,-9.05608537355264,-123.71547847774374,-127.7818010548247,-120.98577037228553,-10.537113047593898,-9.90276626662844,-170.21222988144999,-98.68297258544199,-153.8158581318033,-10.976711229042333,-10.890608876202855,-150.59840823362043,-119.50891435694749,-112.13628537430587,-11.458398597459631,-12.253896174391103,-141.0337653295851,-134.67783228176302,-82.46182394369647,-10.366617608935705,-10.676308509782585,-187.82462517248933,-122.07164027245027,-93.15077277404416
